Event	ID	Name			Wwise Object Path	Notes
	18063400	entrando_en_hall			\reclusion\dialegs\entrando_en_hall	
	148355399	te_tenemos_guardias			\reclusion\dialegs\te_tenemos_guardias	
	198708743	drone_motor			\reclusion\foleys\drone_motor	
	362316840	passos_caminar			\reclusion\foleys\passos_caminar	
	489061409	guardia_1_abuelo			\reclusion\dialegs\guardia_1_abuelo	
	955298854	c121			\reclusion\dialegs\c121	
	1043654203	sala_guardias_cocina			\reclusion\dialegs\sala_guardias_cocina	
	1233668454	passos_corre			\reclusion\foleys\passos_corre	
	1315500353	guardia_4_rascar_espalda			\reclusion\dialegs\guardia_4_rascar_espalda	
	1373724203	guardia_2_paliza			\reclusion\dialegs\guardia_2_paliza	
	1403540682	keyboard			\reclusion\foleys\keyboard	
	1447488131	drone_off			\reclusion\foleys\drone_off	
	1560169506	boss			\reclusion\dialegs\boss	
	1595257284	sala_boss			\reclusion\dialegs\sala_boss	
	2013887443	click_mouse			\reclusion\foleys\click_mouse	
	2187720620	musica_nivel_3			\reclusion\music\musica_nivel_3	
	2187720621	musica_nivel_2			\reclusion\music\musica_nivel_2	
	2187720622	musica_nivel_1			\reclusion\music\musica_nivel_1	
	2219767365	gritos_dolor_lola			\reclusion\dialegs\gritos_dolor_lola	
	2473644603	insultos_lola			\reclusion\dialegs\insultos_lola	
	2550763292	sniper			\reclusion\foleys\sniper	
	2659565010	fluerescent_light			\reclusion\foleys\fluerescent_light	
	2682326191	drone_on			\reclusion\foleys\drone_on	
	2684710179	gritos_dolor_guardias			\reclusion\dialegs\gritos_dolor_guardias	
	2689597464	guardia_3_dia_de_mierda			\reclusion\dialegs\guardia_3_dia_de_mierda	
	3157003241	test			\reclusion\music\test	
	3209361438	volver_atras_lola			\reclusion\dialegs\volver_atras_lola	
	3462283647	avistamientos_guardias			\reclusion\dialegs\avistamientos_guardias	
	3479756012	passos_sigilo			\reclusion\foleys\passos_sigilo	
	3485987344	sala_vis_a_vis_1			\reclusion\dialegs\sala_vis_a_vis_1	
	3485987347	sala_vis_a_vis_2			\reclusion\dialegs\sala_vis_a_vis_2	
	3621355951	a2_cinematica			\reclusion\dialegs\a2_cinematica	
	3788374456	sonido_ambiente_carcel			\reclusion\foleys\sonido_ambiente_carcel	
	3801406082	d12			\reclusion\dialegs\d12	
	3801406083	d13			\reclusion\dialegs\d13	
	3801406084	d14			\reclusion\dialegs\d14	
	3801406085	d15			\reclusion\dialegs\d15	
	3801406087	d17			\reclusion\dialegs\d17	
	3801406088	d18			\reclusion\dialegs\d18	
	3924709630	despues_de_matar			\reclusion\dialegs\despues_de_matar	
	3935774185	c16			\reclusion\dialegs\c16	
	3935774189	c12			\reclusion\dialegs\c12	
	3935774190	c11			\reclusion\dialegs\c11	
	4012403806	camaras_chispazos			\reclusion\foleys\camaras_chispazos	
	4022197025	al_intentar_bajar			\reclusion\dialegs\al_intentar_bajar	
	4255308924	abajo_en_hall_1			\reclusion\dialegs\abajo_en_hall_1	
	4255308927	abajo_en_hall_2			\reclusion\dialegs\abajo_en_hall_2	

Switch Group	ID	Name			Wwise Object Path	Notes
	2187720622	musica_nivel_1			\Default Work Unit\musica_nivel_1	

Switch	ID	Name	Switch Group			Notes
	544496509	calma	musica_nivel_1			
	997692211	ordinador	musica_nivel_1			
	1560169506	boss	musica_nivel_1			
	1853303301	c1	musica_nivel_1			
	1853303302	c2	musica_nivel_1			
	2460183230	fuig	musica_nivel_1			
	2749728541	compte	musica_nivel_1			
	3311862193	extra	musica_nivel_1			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	8945505	5W	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\5W_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\dialegs\c11\5W		3596352
	19500159	17CAGON	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\17CAGON_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\dialegs\d17\17CAGON		1419824
	21691249	GUARDIA HALL 4	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\GUARDIA HALL 4_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\dialegs\guardia_2_paliza\GUARDIA HALL 4		559942
	22141420	sniper4	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\sniper4_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\Foleys\sniper\sniper4		209954
	23822768	grito_5	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\5_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\dialegs\gritos_dolor_lola\grito_5		75864
	29918590	passos4	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\passos4_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\Foleys\passos_caminar\passos4		34664
	53161312	grito_4	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\4_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\dialegs\gritos_dolor_lola\grito_4		78064
	54256266	keyboard	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\keyboard_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\Foleys\keyboard\keyboard		0
	60544498	ambiente_carcel	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\ambiente_carcel_4B8CC0C5.wem		\Actor-Mixer Hierarchy\reclusion\Foleys\sonido_ambiente_carcel\ambiente_carcel		0
	63929857	TE TENEMOS 2	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\TE TENEMOS 2_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\dialegs\te_tenemos_guardias\TE TENEMOS 2		176360
	71849007	fluorescent_light	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\fluorescent_light_4B8CC0C5.wem		\Actor-Mixer Hierarchy\reclusion\Foleys\fluorescent_light\fluorescent_light		831696
	76618454	avistamiento_6	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\avistamiento_6_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\dialegs\avistamientos_guardias\avistamiento_6		168938
	82643045	9WA	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\9WA_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\dialegs\d12\9WA		597952
	88635069	drone_off	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\drone_off_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\Foleys\drone_off\drone_off		199744
	95280683	GUARDIA HALL 5	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\GUARDIA HALL 5_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\dialegs\guardi_3_dia_de_mierda\GUARDIA HALL 5		739858
	111437913	14ADLO	C:\Users\christian\Downloads\wwise promoteo compres\promoteo\.cache\Windows\SFX\14ADLO_9E69E797.wem		\Actor-Mixer Hierarchy\reclusion\dialegs\c12\14ADLO		517440
